"","HUVECS","VM015","VM024","VM038","VM040","VM042","VM043","VM048","VM053","VM054","VM055","VM056","VM060","VM064","VM066","VM068","VM071","VM072","VM073","VM081","VM082","VM083","VM085","VM089","VM090","VM092","VM093","VM099","VM103","VM108","VM110","VM111","VM113","VM119","VM124","VM125","VM127","HUVECs_2","HUVECs_3","HUVECs_4","HDLECs_1","HDLECs_2","HDLECs_3"
"KRT18",8621,9015,644,6145,276,5496,6829,6154,4674,8680,3945,7750,7540,6147,7684,13276,14290,12192,12332,3757,8980,6580,13729,9867,8195,7788,5028,1154,5433,5556,5517,7664,10095,1916,7588,7687,7030,10968,10528,10548,10038,10355,8954
"GUK1",7166,9534,9545,6804,10296,9080,7476,21127,11690,11311,7995,6681,7974,6016,7091,11072,10764,7658,11265,20912,6025,5965,10395,8520,7745,6720,6794,8549,11633,12697,8367,10633,6976,7047,7254,10577,7410,4847,6308,5606,8601,8343,10157
"H2AZ1",9961,5842,3519,7922,5346,6113,9708,14883,4367,4853,3878,5405,6407,8710,9158,14837,5208,14370,12956,11790,9612,10629,7304,11069,5375,6664,5056,4537,6467,6198,4773,5954,9148,3443,11708,13209,9798,10689,11504,10004,8701,4679,4569
"RPN1",15418,17773,15865,18046,27429,22108,18487,18917,12924,18916,14699,19710,13485,14720,16730,18259,16655,21450,20168,15509,19803,19839,15274,21110,20822,21479,16430,22300,26153,21651,10636,16428,17278,19963,16727,13527,20135,16666,16842,18512,17365,17530,16022
"SNHG16",12543,16339,18425,11335,18495,9329,8893,8543,9571,6439,3962,10943,6034,9407,8852,8940,6220,9305,9483,7596,10532,10167,8647,10645,10802,14236,8769,10981,7722,4992,10875,6366,13485,7225,11507,11072,11502,15625,14438,14129,13282,11503,8585
"SVIL",8422,10572,5708,11118,2864,9113,5517,3443,8753,7986,7207,6658,5579,4955,4808,6262,5063,5194,4625,2467,4936,3908,4827,9053,9985,6735,5888,8085,8265,10220,9641,3476,6529,5654,6933,7586,7401,11916,12227,11012,9360,16513,17780
"SH3PXD2B",7718,6868,9682,9204,10036,17389,5095,2493,5952,6670,10298,9385,4972,5387,6469,5226,6116,5141,4650,2821,7194,5461,5296,8029,14639,10343,7567,4436,10787,17141,7153,4365,8319,5009,6372,5340,8874,9811,8641,8418,6761,10469,12179
"TRIP12",13236,17732,15832,19093,8445,15164,17717,13099,16376,15655,12172,17687,12217,14804,16547,14781,15411,16044,12807,11546,16686,16441,15279,19790,16432,17575,13554,16770,13343,14062,11040,13172,16402,16313,18099,11771,19721,20428,18938,21265,21359,24366,22284
"CLMAT3",8311,3348,10680,5828,3445,6916,7794,4096,3673,3497,2466,7978,2036,7253,7617,1616,1356,4085,3090,4996,8541,11490,4477,5204,7269,13957,5213,10371,4127,6377,1882,6784,9140,7003,9128,7006,9563,11490,11946,14400,5955,6302,7227
"KIAA0100",12292,17911,18971,21077,10587,18953,14435,14510,14471,17051,11553,21452,11444,14548,12998,15403,14007,16916,14235,15454,16736,16627,16042,19528,21012,17537,13827,12540,12658,10574,10980,13380,17508,16874,17315,12109,20459,21016,20285,21487,19382,18711,16646
"S1PR3",1653,4816,2221,2176,1467,1048,1700,161,39,272,61,6233,346,2122,2152,128,10,204,31,4,4061,760,1540,1489,2357,2168,578,20736,277,195,203,3960,4342,1442,1187,1061,1933,2225,2223,2477,1486,77,103
"AHR",4202,6582,8247,8976,1625,6111,6512,6560,8400,9407,8982,6655,5555,5545,5780,6364,7942,7506,5300,7612,6060,7582,6143,10357,7221,14238,11675,16615,11945,9065,9472,3244,4966,6616,8356,10289,4844,8099,8371,8618,9545,15682,17100
"ISG15",1222,446,868,1870,1371,1782,1799,1176,346,793,505,1439,799,4567,5984,868,948,6380,471,1221,1819,2196,1027,1590,1915,1026,670,1473,1380,1347,398,20254,1300,6113,717,926,6610,903,1047,1139,804,771,647
"CTSL",1781,5021,4739,3833,9031,5498,4065,4941,4818,8330,8129,1882,9168,2132,2524,10610,9486,5533,12880,6362,2221,2452,5224,4099,5164,3081,3749,14152,6370,13417,5335,8030,2448,3888,2866,2983,3374,2645,3141,2482,5995,8581,10067
"EML6",3856,10687,9689,11489,11878,7504,5410,6415,5407,4672,2585,9825,3481,6462,6867,5368,3839,10090,3874,4086,8589,7672,4874,7254,9478,7231,4416,12356,6609,5159,3091,14616,9995,12957,6787,4634,16104,8082,6957,7509,12801,9141,8001
"ADGRA2",8969,4149,4412,2289,5507,3226,7297,3267,5937,7217,6026,2064,8570,2308,2479,5858,6034,1458,5197,5612,2579,2874,3918,2669,2223,4200,5689,2816,3540,7530,8186,1573,1949,2140,5917,5642,1679,12158,14136,14833,5821,6272,10963
"SLC44A1",6459,3074,2791,6456,5669,9448,5527,6822,1174,3634,2739,5339,2208,4531,6481,3673,3721,8551,2395,7066,5650,7160,6103,5287,6580,6164,5444,20771,8527,4957,2750,3655,5008,5326,8355,6348,6071,10912,10459,10135,3996,3677,3527
"RELL1",7816,6810,1895,9295,1656,13596,8462,12804,6472,5548,4088,10726,3545,9562,9253,4840,5718,9282,3640,11525,10224,12845,6349,7603,11294,10020,10907,2496,10967,4700,3722,7567,10433,12464,8394,5732,12931,10301,8654,9207,7744,5115,4086
"FHL2",9540,3543,4500,4473,7283,3421,5179,792,2073,3394,1997,7624,2155,6010,9379,2304,1459,2732,1224,194,9152,6687,5557,4146,5852,5796,3862,17726,2119,843,1257,6529,9011,5766,6465,5712,6328,7486,6219,8331,4643,2334,2948
"ADAR",14719,13560,14321,16438,9617,16414,16919,10851,14570,16469,12275,16353,10911,18494,24244,13141,16060,16651,9445,11653,19073,15386,13408,16012,16534,17305,14563,11857,14119,14404,10698,20458,15898,18897,14768,10735,19355,19883,19119,20539,16496,17171,17373
"DDX6",15700,11645,14229,17158,9170,12823,16948,12166,12957,12515,11371,15478,9769,14037,16850,12065,14011,12429,8600,10157,18462,15636,14406,14383,14511,15091,13369,17433,13028,11518,8945,13290,17716,18834,17281,11580,20400,20982,17914,21943,16392,17490,15934
"HS3ST1",438,268,15,576,2,3628,163,416,199,6603,7884,635,175,44,120,1383,9294,3048,128,815,111,72,1820,638,2485,588,1594,0,15413,9989,798,1030,141,937,282,493,150,405,518,317,687,254,217
"GPC1",2830,4016,8781,11818,7126,12130,4619,273,329,425,1089,3449,1786,3328,2549,722,92,5253,346,145,4535,4377,1301,4289,9446,8748,1562,9573,3781,8022,1190,3565,6553,3924,3184,2570,7284,5456,3468,2738,9171,4526,4301
"LGALS9",3424,1737,443,6216,232,9833,6917,3677,4093,8126,6771,4425,4754,8083,10585,5466,6351,8878,3201,7561,8011,5709,8211,4139,7100,8114,12130,61,13902,7222,4001,11642,7090,12240,3648,4273,7376,2626,4684,2606,3788,3858,6224
"ATP1B3",8611,12817,5840,17168,6488,10065,9634,12461,14562,8438,6380,15185,6020,9281,10724,6962,5811,10128,7558,10010,9504,10067,6473,15040,14247,11733,8260,5170,10110,8340,6422,6748,10498,15043,12881,10554,18964,9285,9825,9695,10209,8532,8400
"MFGE8",2216,2866,12001,3759,7057,2705,3219,721,2944,2106,2375,2685,3465,3458,2946,2007,1933,1118,1450,1572,4572,3524,1300,2656,4236,5810,2873,19796,4653,1940,3727,707,3911,1325,2314,1423,1671,2055,1706,2242,2639,5864,5796
"ITPKB",5815,8741,3651,8037,642,9040,4115,2371,11355,5536,5610,7547,5541,3955,2986,3114,4895,2569,4973,4750,3414,3512,3198,6969,7668,9137,6548,576,5749,4403,7867,3107,3869,8786,6759,5587,7404,10100,8271,7856,11120,13306,16151
"NREP",11578,1803,5553,3318,2630,2633,4066,794,782,1225,1157,3041,1010,2217,3897,636,883,2078,679,1018,4442,5760,1955,2552,3371,10431,5815,1307,2712,1454,1643,2613,4785,3531,11606,7882,1517,8762,9493,11401,1285,1799,1962
"BMP2K",1980,8539,2245,3832,2473,2275,3856,2082,9319,6317,4703,1678,4028,2514,2448,4195,4740,2045,5345,1798,1932,1660,3134,3932,2045,2330,2692,1097,3158,5377,8758,2648,2368,3639,3797,3479,3190,2775,2413,2675,8988,14163,16495
"SLC39A14",2799,4245,8467,4790,8852,5073,5209,4042,4016,9160,7400,5470,5144,3940,4179,5121,12922,4558,6346,2665,5730,4064,10504,6266,5335,5928,4998,7162,5257,20754,4096,6642,4312,12417,4251,3109,5155,4210,3936,3913,5526,6160,5489
"RPLP2",26293,19631,21386,17232,25435,18139,20059,22813,21477,15804,17153,16103,16669,18202,20454,21594,21184,17570,22979,21881,17529,16855,18512,19786,19660,23451,21648,22638,24837,19132,18911,17415,18998,14245,23544,30401,17437,16410,17982,20077,18135,16711,18039
"OAS3",753,778,722,3992,374,6575,3893,3633,597,1914,1049,3011,2266,7307,11383,3981,1822,8763,3011,5651,4330,4498,2240,3282,2922,1268,1379,1229,2016,2910,446,16542,2433,8324,1036,1186,6205,2102,1310,1756,1496,1610,1353
"COPA",16694,12337,23426,18192,17669,17557,18142,16930,10799,14532,12836,19892,15453,16924,17834,17941,16025,14178,20646,15794,19086,20131,17451,22053,20675,22672,16322,26274,14583,13355,9748,16064,17043,18283,17165,12790,18494,16322,15876,17712,15763,18338,15780
"LRRC8A",10406,12115,4756,13288,4579,10365,12818,10438,13990,6483,7389,12110,8990,10803,10830,10443,7994,5365,8375,12977,12415,9043,5341,13251,10894,14626,10576,2870,7745,7315,12150,6529,8847,4248,12981,11694,11342,12347,13636,11790,14852,13417,15652
"PAPSS2",4698,6807,9597,4503,3325,2511,7660,3967,5345,5317,1988,5917,9939,5584,9361,8147,5093,3336,12054,2419,6342,7014,5371,7054,4325,5344,3727,18424,2125,1514,4181,5027,4536,5001,5452,3788,7417,6553,6803,6175,10085,12193,10115
"TFRC",6190,11749,18307,16320,9547,6156,8527,5416,6937,6584,5860,5909,4403,6074,6166,7789,4815,8016,5309,2547,7047,5728,6672,15601,6532,6538,4812,10336,7189,7046,4400,5315,8146,11035,9085,6403,10577,3486,4899,6944,7592,9125,7844
"ELAPOR2",1574,10777,93,2900,201,1251,4081,1654,11659,6391,2598,1659,6236,2171,2381,6684,5370,2436,6516,2286,1732,1180,4147,3522,674,365,2060,49,3115,3344,3740,3566,1505,4046,608,3259,1705,4259,2603,5295,10014,12367,10750
"SHE",7192,6628,383,8917,33,9711,6920,7092,9023,7921,8921,5617,7664,4743,5652,8633,12048,7596,7595,8012,5202,5128,6530,7837,7922,6882,8215,68,11633,11619,7416,3253,3892,5170,8556,7109,5548,12026,11253,10410,9294,13360,14846
"PPDPF",13784,9104,12907,7917,18287,12731,9846,17050,8873,8801,6715,7758,7904,10109,9313,11271,7829,8668,8322,13481,9964,8524,7526,7794,8720,8540,7861,22578,8541,8294,6282,11356,10330,6899,7919,8650,13301,10065,11635,10435,10429,7912,9892
"STMN1",12279,11457,1683,8016,7696,2741,10237,11457,12461,7055,4122,5780,9265,7560,9117,14864,7550,5573,11193,10350,9343,8549,6408,8877,4203,7520,6434,1905,5635,5230,7503,7966,8912,1997,10958,13268,8348,11275,13356,11786,10817,8862,9495
"CABLES1",8676,7592,984,3959,1753,2266,7810,1147,11746,16036,10072,8693,5878,5240,5464,6821,11937,2509,4587,1094,5167,4454,9410,7887,5161,6577,7503,843,3447,2667,8567,4866,5574,6102,8217,7391,3316,6400,5831,9314,4195,5227,6431
"ACLY",14958,23510,22961,20227,18860,19898,17773,18908,12104,16697,14176,19629,15626,18835,19283,22210,18535,19115,19847,17569,19642,21921,15970,24834,20599,20540,15930,19231,14394,15243,10378,17166,19028,13560,18180,11894,22120,20370,21592,22079,19459,19049,17515
"PSD3",1109,1123,12927,1376,9831,3147,589,818,72,1235,689,1069,115,906,1126,331,849,1350,38,592,885,917,1611,457,1900,1129,717,16164,2133,2217,328,2721,1655,1656,1357,771,1711,1562,1504,1367,1254,307,191
"SLC1A5",4696,2946,7450,4793,12601,4165,7316,4952,1730,3611,1746,6450,3975,6063,5584,4904,3387,5644,4209,4925,6675,7511,4673,7189,5377,6492,5003,20817,2786,1414,1857,3804,5732,2903,5050,4170,7543,5466,5916,5957,2995,2217,2496
"ABCA3",4516,2018,276,10110,21,15696,6443,6586,5260,9207,5604,9207,7041,4999,6061,8144,8979,8310,5188,7640,8506,6126,5214,8531,13245,6533,7102,14,9852,11135,6358,1762,6863,3102,4866,4041,8515,9205,8808,8723,6384,7322,6426
"ANO6",7047,10859,6382,12011,4879,8478,6034,5748,7094,5411,5614,9686,5087,5127,4828,5193,4996,3637,6232,5702,5620,4574,4533,10985,9683,10524,8524,5596,5756,11454,9384,6202,7205,11366,11625,8920,7007,10172,9499,10488,12509,17492,16389
"GNB1",23120,30045,28110,28778,21827,22873,25691,23803,30316,23551,17653,26470,21732,23889,27751,27766,23169,21364,27561,21941,26627,22594,20404,26927,24434,25198,21571,22529,20411,23370,20548,24415,26337,24736,24876,20769,28927,26686,25658,26319,30782,29653,29947
"PABPC4",15821,12483,20563,12406,17196,10789,12142,9353,11197,6840,6396,11246,9739,8481,10151,12441,10781,11371,12464,9079,12139,10613,9750,11424,12756,13222,10372,18269,8325,5344,8509,5238,9984,5968,11661,12354,9768,12381,14739,12472,13717,14376,13998
"MEF2C",2446,6887,595,4463,1548,5990,4460,6986,6375,4359,4920,3076,9293,2606,3539,8189,4940,4513,12380,8916,2838,3130,2738,5638,5978,5228,6880,445,9309,7615,8733,2151,2141,2215,4412,3509,2770,3502,4162,3383,10573,11694,14140
"MAP3K11",10837,10437,6334,13523,2380,14912,14620,12474,13505,11624,8678,13489,12146,13931,14711,12900,12738,11274,11590,14333,14140,14744,10359,13016,15007,12355,11013,1889,10394,9716,7724,8509,13306,8911,12819,9665,17283,15875,15456,13513,14064,12107,13837
"SH3BP5-AS1",3099,4366,2093,9731,722,15852,3154,4459,3550,4296,4246,6883,1901,3309,4164,2653,3435,4799,1312,5270,4824,4014,3216,4350,8447,7546,7284,612,15646,5042,2129,2197,4139,4462,6720,3968,4296,8468,7268,6444,8209,4928,5046
"UGP2",3884,8875,7322,3886,9342,4664,4161,4486,3238,11999,7025,2761,5532,2347,2922,4836,20823,3907,4502,3359,3338,2977,5971,3735,4138,4256,3051,9052,5403,7225,3679,6742,3507,3953,4599,5922,3422,3865,5026,4462,6381,8078,7745
"COL12A1",283,1138,3271,218,9507,52,1460,208,226,2809,48,281,468,867,1128,168,1591,209,27,163,453,280,1062,376,1782,2058,197,19050,117,388,377,235,1762,2356,292,253,1108,1642,1344,4133,115,60,31
"CRTAP",15713,9732,16322,8524,22456,12343,8763,7900,8036,9530,13729,7588,8402,7498,9095,10003,12934,8679,10946,8905,8783,8779,11913,8239,10535,11298,11147,18266,13251,12483,10678,6441,8220,6915,10246,11669,6771,10649,13992,11531,10005,9162,10736
"P4HA1",2627,3942,13880,4087,7786,3138,2011,1817,2441,1656,2658,2569,1201,1602,1846,1768,1243,2023,1681,1378,1808,1998,1836,4311,3368,3931,2065,17037,3411,3323,2011,2092,2012,10169,3439,2068,2775,2284,2451,2712,1956,2123,1780
"ADAMTS4",3444,2381,1161,11761,1714,15146,1700,5585,310,1995,4198,2775,1366,1900,2652,1058,1809,4325,1214,2504,3046,2296,2108,6825,12122,3627,3310,1104,9492,6724,2969,4565,1497,1748,4434,3014,5531,2506,3644,1701,3849,1533,1716
"TANC1",8692,10340,5796,12450,2150,8218,9407,5512,14506,8185,6028,11355,8120,9170,9230,8696,8647,6534,7825,6519,9478,9991,7986,9656,8147,7407,8489,1340,5856,5199,7219,6323,9603,9665,9107,6935,10411,13454,9927,15399,12032,17668,14195
"TMED10",20908,23058,19378,21117,24459,21151,23580,20755,17716,20384,14676,20562,16455,19013,19587,20867,21698,19782,19856,14269,22273,20428,19615,22745,22544,21694,18725,23659,20082,21691,14792,19735,20147,22573,24043,20021,23757,25047,25475,29204,26475,27558,24691
"LMBR1",3749,6789,2205,8021,1723,10382,6978,4933,7458,8167,9578,6571,4758,4806,6027,5306,8885,5756,4363,5890,5126,6735,7442,6084,8018,11857,9700,2329,14049,18281,7363,4404,6048,9210,10093,7928,5452,5850,4938,6098,10001,10525,11827
"ATP8B1",6874,3048,3692,7201,2160,5578,4897,3281,1179,1499,2469,7894,1289,5531,6007,2599,1611,4540,1158,2654,6334,4725,3686,5445,5500,5151,5310,1590,4123,3571,1646,4927,6658,12879,8272,4299,9015,11365,10128,14835,3767,2350,1981
"FURIN",12386,11591,10115,14848,5985,15091,12980,8817,15642,15622,10986,14641,11149,11347,12899,12737,15402,9857,9907,9187,12882,9793,9069,17819,18733,17586,13623,6216,15721,13325,16413,7969,10123,8389,16475,11237,15620,16368,14386,14910,14522,15146,14587
"IGF1R",6000,6672,3981,5091,3167,137,5760,2140,9856,462,607,6361,4511,4237,4062,4564,549,115,4904,2940,5646,2836,331,7040,2098,5397,4285,5390,95,327,8593,903,2266,542,7142,5680,2078,9337,7494,10454,7084,10332,10731
"GLIPR1",2022,1787,16111,1957,12630,1631,1996,733,929,2186,897,3875,642,2221,2496,1325,2160,3513,508,407,2508,2254,4230,853,1345,1910,731,7916,1657,1771,926,8559,5630,3317,1497,1058,6635,3758,3277,4331,3791,2321,1232
"GSTP1",20614,14981,18249,10714,15211,13848,17942,16191,12561,11416,9799,12656,13982,15912,18403,20477,11583,14306,22035,14169,16876,16174,15634,15403,16006,14980,10191,16337,11469,10225,9227,13146,17141,10942,15902,13470,18629,17190,19466,19559,17299,14896,14771
"MLEC",6067,6411,16836,9407,12974,7006,6982,7461,4029,5065,2710,7422,3572,7170,6506,5065,4008,8247,3772,5209,8290,6444,7330,9707,10023,9371,4438,14079,6211,3254,2598,6305,9361,6459,11624,4363,10590,11996,10415,9982,7424,6087,4620
"CD164",9555,12145,13065,10431,22115,9862,9877,9841,7826,9335,8001,8343,6461,7656,9512,8457,9779,10120,6433,6733,9181,8318,7949,9573,9595,10584,9408,16927,12498,12974,7075,13075,8606,12478,12187,10488,10859,14301,14876,16718,14062,13206,12891
"APOLD1",650,1388,332,2697,122,5945,2918,9582,1567,8652,5376,2028,1389,1007,1605,1772,8157,2871,1280,8786,2022,2173,2792,1692,4368,4942,4752,157,6426,16749,2344,2737,2339,3806,1738,1843,2852,1676,1396,1189,2828,3226,4079
"YAP1",6095,6821,11505,2006,11993,1698,4882,972,9148,5637,5367,1732,5661,1930,2918,5644,7499,1115,5764,1890,2888,2114,4923,3844,1994,3990,5171,12177,3668,6501,8145,3220,1845,1125,4111,5702,921,6056,7676,6042,7151,9497,11380
"CLSTN1",9532,7489,12846,13865,5452,18784,14751,11434,5415,11475,8955,15196,9983,11719,11461,9896,10340,9899,7443,11979,14464,14307,8521,14849,16354,13188,11461,8591,8264,10677,6083,8368,11973,10444,14488,7828,14297,15733,14112,15511,11308,14314,13330
"HMBOX1",3456,3927,1678,2984,1320,3771,5082,2349,6865,9330,10512,3711,6803,2656,3696,7302,15208,3081,7590,2614,3333,2626,6308,3576,2737,3731,4934,1271,6173,10036,12598,2219,2535,2359,3991,4848,2209,5038,4757,5536,4737,8965,9542
"BZW1",12424,13385,9765,13273,14728,14534,10463,20277,7231,8756,6276,10910,7547,10463,11020,12044,8598,16694,10053,11351,12187,11697,10112,13777,17088,13245,10206,16678,15706,13726,8288,11053,14024,9755,16769,16427,13792,14523,16135,14710,17447,12662,11327
"RPL23A",20014,11586,13142,10894,19184,11759,12827,13781,11378,8493,9446,11617,10080,11174,13152,13902,14154,11396,11581,12881,11734,10897,11685,13597,14173,17387,15943,12486,17477,12222,12757,7632,11724,7118,15767,22825,9932,13210,16297,14791,12307,10393,11376
"CAPZB",15671,15343,27643,14544,16173,14349,15490,13476,16713,15058,18406,14570,16595,13577,16010,17225,17322,12483,21659,12266,15735,14970,12558,15901,16649,15883,15316,21667,14050,21955,20075,13455,13605,11593,14501,14657,14651,13497,14473,14231,16968,18492,21310
"MPRIP",9216,12662,12989,12810,8970,12251,9955,9313,14539,9502,7422,10307,9657,8798,9417,10731,11228,9124,8012,9918,10183,9136,7567,10269,13617,10987,10262,17116,10353,10115,10049,7310,9815,6236,11490,10560,11062,15967,15230,14190,18342,16933,20774
"CAPZA1",15262,19158,17227,16689,18433,16954,13261,18536,11698,10828,9505,14065,9529,13844,14325,14182,12752,17719,12892,12196,13917,13687,13239,14465,15799,14619,10073,20629,16967,19407,9395,17678,16074,13785,18563,15350,19132,16951,19139,17077,22263,17403,15641
"EPHB2",7895,8811,772,7962,547,8248,5874,1304,5563,3838,2461,9177,3935,5686,7884,2572,2252,4262,2426,375,9401,7722,4305,7672,11666,8401,6714,212,3572,3169,3904,6671,9165,6566,8383,5301,8918,10301,10283,8898,8911,9000,7283
"TRIM28",16965,11776,10680,15119,9934,12850,15448,13197,10868,11130,10186,15385,12231,13746,13963,16651,10287,15371,15174,12217,15746,16285,12072,19466,15625,18529,13297,11553,9210,6810,9272,8386,14712,7479,13682,11518,15692,18393,18724,17350,14042,12602,12070
"CTSA",7775,11412,14887,15692,8346,12293,10892,7420,11470,16509,18220,10917,8695,7296,8813,9009,16023,7800,6929,10909,11833,8898,9438,8876,11322,12777,11329,4616,10779,15528,7780,4284,8805,7327,10426,8032,6207,10632,10271,11208,9315,12030,12990
"KIF5B",10431,14540,12732,13108,7940,10049,9983,8570,13073,7982,4973,8903,6706,7419,9789,10657,7906,9792,6845,6386,10777,9107,6838,11294,9904,10626,9956,11993,11542,10735,8263,6816,8902,10306,14048,9079,11250,18137,17265,18536,15253,13089,12569
"SHROOM4",7182,3264,1488,11566,225,6081,8789,9179,5183,6611,2721,9578,5415,8730,7633,8256,5995,5830,5759,11219,8498,9386,6780,10265,9503,9262,6067,250,3114,629,3724,2714,7871,6180,8483,5059,9076,11189,8765,11105,5600,3543,3522
"CCNG1",17735,12140,9826,13423,18359,15554,12780,11353,7718,7734,7811,12405,8897,13888,16553,11393,9752,15498,8999,9537,12214,14527,14911,13550,18967,15901,10697,7351,16422,13113,8672,10680,16920,10015,14334,14450,13235,13030,14697,14777,16579,13824,11520
"PARP14",5223,3444,5526,5781,2196,6759,8865,8278,3424,6579,5230,7128,6112,10902,13122,6329,8586,11311,6280,10296,11232,7941,9043,7572,8274,7753,5455,3019,7847,9281,3865,17793,9075,13727,7066,3532,12692,7020,7056,7067,6187,8330,7722
"PERP",5652,6915,4800,8608,3984,15295,4912,8759,5366,10506,4537,6501,4941,5074,5994,6973,8008,9044,4538,8366,6431,5202,10056,6316,10976,7526,6125,6776,15268,18075,6773,8609,8281,12013,6547,5959,8647,5232,5130,5066,9159,10907,8993
"PLIN3",4628,5078,17047,5249,13826,3642,4543,4821,2796,3319,2876,5347,3976,5105,5160,5143,3774,4627,4369,3116,5743,5498,4891,6079,6058,5153,3090,16744,4093,3809,2853,5596,6228,3786,5455,4383,6687,4158,4483,4148,4942,3972,3396
"MYO1D",5804,12239,3275,7591,3403,5318,7481,2807,13889,9700,4973,8140,7235,6538,7146,6689,4405,2728,6868,3142,7685,4562,3955,8665,6476,7103,5294,1336,3978,2778,9744,3936,5965,6688,10848,7608,5687,8022,6535,8108,9546,14512,13772
"SYNGR2",4991,4824,2247,4346,1475,4691,6990,8733,4909,4281,3706,6107,6046,8842,5036,6027,5570,3686,5839,22253,5260,5139,5526,5441,7111,7079,4810,318,4060,3640,5241,2830,5216,4874,8343,4295,6432,5084,6641,6284,5436,5606,5043
"NFIC",16829,10963,16103,11680,17379,16021,12845,9134,10038,15981,14062,16934,10760,14946,15512,15021,21830,10756,14246,9084,15497,9931,16000,14009,16278,14636,15350,22568,12354,12901,11884,10029,12889,9838,12668,12488,11294,18497,17079,15874,13393,12280,13151
